timestamp,CO_mg_m3,NO2_ug_m3,O3_ug_m3,SO2_ug_m3
2024-03-08T21:00:00Z,0.64,60.0,24.0,7.0
2024-03-08T22:00:00Z,0.63,53.0,29.0,6.0
2024-03-08T23:00:00Z,0.63,50.0,29.0,7.0
2024-03-09T00:00:00Z,0.61,50.0,27.0,7.0
2024-03-09T01:00:00Z,0.64,53.0,23.0,7.0
2024-03-09T02:00:00Z,0.61,56.0,18.0,8.0
2024-03-09T03:00:00Z,0.74,69.0,7.0,10.0
2024-03-09T04:00:00Z,0.74,66.0,8.0,12.0
2024-03-09T05:00:00Z,0.7,61.0,11.0,10.0
2024-03-09T06:00:00Z,0.75,51.0,22.0,10.0
2024-03-09T07:00:00Z,0.81,41.0,47.0,10.0
2024-03-09T08:00:00Z,0.78,27.0,82.0,9.0
2024-03-09T09:00:00Z,0.66,20.0,97.0,8.0
2024-03-09T10:00:00Z,0.6,17.0,107.0,8.0
2024-03-09T11:00:00Z,0.55,16.0,114.0,8.0
2024-03-09T12:00:00Z,0.54,16.0,119.0,8.0
2024-03-09T13:00:00Z,0.51,17.0,123.0,8.0
2024-03-09T14:00:00Z,0.51,17.0,126.0,7.0
2024-03-09T15:00:00Z,0.5,18.0,128.0,7.0
2024-03-09T16:00:00Z,0.54,21.0,124.0,7.0
2024-03-09T17:00:00Z,0.54,27.0,113.0,8.0
2024-03-09T18:00:00Z,0.59,31.0,105.0,8.0
2024-03-09T19:00:00Z,0.6,30.0,105.0,8.0
2024-03-09T20:00:00Z,0.63,33.0,97.0,8.0
2024-03-09T21:00:00Z,0.63,33.0,94.0,9.0
2024-03-09T22:00:00Z,0.64,29.0,96.0,8.0
2024-03-09T23:00:00Z,0.65,27.0,96.0,9.0
2024-03-10T00:00:00Z,0.65,25.0,96.0,9.0
2024-03-10T01:00:00Z,0.65,25.0,93.0,9.0
2024-03-10T02:00:00Z,0.66,27.0,87.0,9.0
2024-03-10T03:00:00Z,0.67,30.0,78.0,9.0
2024-03-10T04:00:00Z,0.69,33.0,69.0,9.0
2024-03-10T05:00:00Z,0.66,37.0,59.0,9.0
2024-03-10T06:00:00Z,0.71,36.0,53.0,9.0
2024-03-10T07:00:00Z,0.75,33.0,55.0,10.0
2024-03-10T08:00:00Z,0.88,31.0,68.0,11.0
2024-03-10T09:00:00Z,0.94,29.0,90.0,11.0
2024-03-10T10:00:00Z,0.83,25.0,124.0,10.0
2024-03-10T11:00:00Z,0.75,23.0,150.0,9.0
2024-03-10T12:00:00Z,0.74,23.0,158.0,8.0
2024-03-10T13:00:00Z,0.64,24.0,161.0,8.0
2024-03-10T14:00:00Z,0.64,24.0,159.0,8.0
2024-03-10T15:00:00Z,0.63,25.0,154.0,8.0
2024-03-10T16:00:00Z,0.66,27.0,151.0,8.0
2024-03-10T17:00:00Z,0.66,32.0,142.0,8.0
2024-03-10T18:00:00Z,0.7,34.0,134.0,8.0
2024-03-10T19:00:00Z,0.71,35.0,128.0,8.0
2024-03-10T20:00:00Z,0.73,39.0,110.0,8.0
2024-03-10T21:00:00Z,0.74,38.0,101.0,9.0
2024-03-10T22:00:00Z,0.76,36.0,94.0,9.0
2024-03-10T23:00:00Z,0.79,36.0,87.0,9.0
2024-03-11T00:00:00Z,0.74,39.0,78.0,9.0
2024-03-11T01:00:00Z,0.75,42.0,68.0,8.0
2024-03-11T02:00:00Z,0.73,46.0,58.0,8.0
2024-03-11T03:00:00Z,0.71,48.0,54.0,8.0
2024-03-11T04:00:00Z,0.74,48.0,47.0,8.0
2024-03-11T05:00:00Z,0.75,51.0,43.0,8.0
2024-03-11T06:00:00Z,0.82,58.0,33.0,8.0
2024-03-11T07:00:00Z,0.91,53.0,45.0,11.0
2024-03-11T08:00:00Z,0.89,48.0,71.0,13.0
2024-03-11T09:00:00Z,0.81,39.0,91.0,14.0
2024-03-11T10:00:00Z,0.8,30.0,105.0,13.0
2024-03-11T11:00:00Z,0.74,24.0,120.0,12.0
2024-03-11T12:00:00Z,0.73,22.0,139.0,13.0
2024-03-11T13:00:00Z,0.63,20.0,146.0,11.0
2024-03-11T14:00:00Z,0.46,19.0,138.0,10.0
2024-03-11T15:00:00Z,0.46,21.0,133.0,9.0
2024-03-11T16:00:00Z,0.47,26.0,124.0,9.0
2024-03-11T17:00:00Z,0.56,35.0,109.0,9.0
2024-03-11T18:00:00Z,0.61,41.0,100.0,11.0
2024-03-11T19:00:00Z,0.74,46.0,96.0,13.0
2024-03-11T20:00:00Z,0.72,41.0,90.0,12.0
2024-03-11T21:00:00Z,0.72,34.0,86.0,13.0
2024-03-11T22:00:00Z,0.7,32.0,83.0,11.0
2024-03-11T23:00:00Z,0.65,33.0,79.0,11.0
2024-03-12T00:00:00Z,0.63,34.0,74.0,12.0
2024-03-12T01:00:00Z,0.75,38.0,66.0,11.0
2024-03-12T02:00:00Z,0.85,39.0,65.0,11.0
2024-03-12T03:00:00Z,0.95,40.0,59.0,11.0
2024-03-12T04:00:00Z,0.94,39.0,61.0,11.0
2024-03-12T05:00:00Z,0.76,32.0,79.0,10.0
2024-03-12T06:00:00Z,0.7,31.0,83.0,10.0
2024-03-12T07:00:00Z,0.65,27.0,87.0,9.0
2024-03-12T08:00:00Z,0.55,21.0,94.0,9.0
2024-03-12T09:00:00Z,0.51,21.0,96.0,9.0
2024-03-12T10:00:00Z,0.54,21.0,104.0,9.0
2024-03-12T11:00:00Z,0.51,19.0,113.0,9.0
2024-03-12T12:00:00Z,0.49,18.0,118.0,9.0
2024-03-12T13:00:00Z,0.44,18.0,120.0,8.0
2024-03-12T14:00:00Z,0.38,17.0,120.0,7.0
2024-03-12T15:00:00Z,0.36,18.0,121.0,7.0
2024-03-12T16:00:00Z,0.38,21.0,120.0,7.0
2024-03-12T17:00:00Z,0.46,29.0,113.0,7.0
2024-03-12T18:00:00Z,0.55,34.0,107.0,9.0
2024-03-12T19:00:00Z,0.59,34.0,99.0,9.0
2024-03-12T20:00:00Z,0.59,31.0,98.0,9.0
2024-03-12T21:00:00Z,0.63,32.0,89.0,9.0
2024-03-12T22:00:00Z,0.68,26.0,91.0,8.0
2024-03-12T23:00:00Z,0.65,25.0,87.0,8.0
2024-03-13T00:00:00Z,0.61,24.0,85.0,7.0
2024-03-13T01:00:00Z,0.64,23.0,85.0,7.0
2024-03-13T02:00:00Z,0.64,22.0,83.0,7.0
2024-03-13T03:00:00Z,0.66,22.0,79.0,8.0
2024-03-13T04:00:00Z,0.67,24.0,74.0,8.0
2024-03-13T05:00:00Z,0.66,26.0,68.0,8.0
2024-03-13T06:00:00Z,0.74,29.0,63.0,9.0
2024-03-13T07:00:00Z,0.8,29.0,66.0,9.0
2024-03-13T08:00:00Z,0.71,27.0,75.0,8.0
2024-03-13T09:00:00Z,0.65,23.0,89.0,9.0
2024-03-13T10:00:00Z,0.5,19.0,108.0,7.0
2024-03-13T11:00:00Z,0.44,17.0,120.0,7.0
2024-03-13T12:00:00Z,0.44,18.0,125.0,8.0
2024-03-13T13:00:00Z,0.44,20.0,125.0,7.0
2024-03-13T14:00:00Z,0.41,19.0,121.0,7.0
2024-03-13T15:00:00Z,0.41,21.0,114.0,7.0
2024-03-13T16:00:00Z,0.41,23.0,106.0,7.0
2024-03-13T17:00:00Z,0.44,26.0,95.0,7.0
2024-03-13T18:00:00Z,0.42,31.0,80.0,7.0
2024-03-13T19:00:00Z,0.41,34.0,71.0,7.0
2024-03-13T20:00:00Z,0.44,33.0,68.0,7.0
2024-03-13T21:00:00Z,0.46,34.0,66.0,10.0
2024-03-13T22:00:00Z,0.45,32.0,63.0,11.0
2024-03-13T23:00:00Z,0.5,32.0,58.0,10.0
2024-03-14T00:00:00Z,0.49,36.0,50.0,10.0
2024-03-14T01:00:00Z,0.49,47.0,36.0,9.0
2024-03-14T02:00:00Z,0.5,50.0,33.0,8.0
2024-03-14T03:00:00Z,0.55,46.0,37.0,7.0
2024-03-14T04:00:00Z,0.52,42.0,44.0,6.0
2024-03-14T05:00:00Z,0.54,40.0,54.0,6.0
2024-03-14T06:00:00Z,0.54,40.0,59.0,6.0
2024-03-14T07:00:00Z,0.55,41.0,59.0,7.0
2024-03-14T08:00:00Z,0.45,30.0,88.0,7.0
2024-03-14T09:00:00Z,0.39,20.0,108.0,7.0
2024-03-14T10:00:00Z,0.36,15.0,117.0,6.0
2024-03-14T11:00:00Z,0.34,14.0,122.0,6.0
2024-03-14T12:00:00Z,0.32,14.0,123.0,6.0
2024-03-14T13:00:00Z,0.33,15.0,127.0,6.0
2024-03-14T14:00:00Z,0.35,15.0,129.0,6.0
2024-03-14T15:00:00Z,0.33,16.0,126.0,6.0
2024-03-14T16:00:00Z,0.36,18.0,119.0,6.0
2024-03-14T17:00:00Z,0.39,20.0,112.0,6.0
2024-03-14T18:00:00Z,0.4,24.0,99.0,6.0
2024-03-14T19:00:00Z,0.41,25.0,95.0,6.0
2024-03-14T20:00:00Z,0.4,25.0,90.0,6.0
2024-03-14T21:00:00Z,0.41,23.0,88.0,6.0
2024-03-14T22:00:00Z,0.4,22.0,86.0,6.0
2024-03-14T23:00:00Z,0.43,25.0,76.0,6.0
2024-03-15T00:00:00Z,0.43,26.0,66.0,6.0
2024-03-15T01:00:00Z,0.47,29.0,57.0,6.0
2024-03-15T02:00:00Z,0.47,47.0,35.0,6.0
2024-03-15T03:00:00Z,0.49,45.0,34.0,6.0
2024-03-15T04:00:00Z,0.51,52.0,27.0,7.0
2024-03-15T05:00:00Z,0.59,53.0,27.0,8.0
2024-03-15T06:00:00Z,0.66,49.0,33.0,10.0
2024-03-15T07:00:00Z,0.68,34.0,55.0,11.0
2024-03-15T08:00:00Z,0.64,27.0,77.0,10.0
2024-03-15T09:00:00Z,0.53,19.0,107.0,8.0
2024-03-15T10:00:00Z,0.46,18.0,115.0,8.0
2024-03-15T11:00:00Z,0.47,15.0,125.0,7.0
2024-03-15T12:00:00Z,0.41,15.0,129.0,6.0
2024-03-15T13:00:00Z,0.39,16.0,133.0,6.0
2024-03-15T14:00:00Z,0.35,17.0,134.0,10.0
2024-03-15T15:00:00Z,0.36,18.0,132.0,6.0
2024-03-15T16:00:00Z,0.35,21.0,124.0,6.0
2024-03-15T17:00:00Z,0.41,24.0,114.0,6.0
2024-03-15T18:00:00Z,0.41,25.0,102.0,6.0
2024-03-15T19:00:00Z,0.41,26.0,101.0,6.0
2024-03-15T20:00:00Z,0.46,27.0,99.0,7.0
2024-03-15T21:00:00Z,0.51,30.0,87.0,7.0
2024-03-15T22:00:00Z,0.5,35.0,68.0,7.0
2024-03-15T23:00:00Z,0.47,33.0,60.0,7.0
2024-03-16T00:00:00Z,0.46,32.0,56.0,6.0
2024-03-16T01:00:00Z,0.44,30.0,51.0,6.0
2024-03-16T02:00:00Z,0.45,32.0,41.0,7.0
2024-03-16T03:00:00Z,0.47,31.0,34.0,7.0
2024-03-16T04:00:00Z,0.47,34.0,26.0,7.0
2024-03-16T05:00:00Z,0.46,35.0,21.0,7.0
2024-03-16T06:00:00Z,0.51,34.0,21.0,7.0
2024-03-16T07:00:00Z,0.54,32.0,26.0,8.0
2024-03-16T08:00:00Z,0.58,30.0,32.0,8.0
2024-03-16T09:00:00Z,0.66,29.0,50.0,9.0
2024-03-16T10:00:00Z,0.76,27.0,81.0,10.0
2024-03-16T11:00:00Z,0.75,25.0,122.0,11.0
2024-03-16T12:00:00Z,0.71,23.0,153.0,11.0
2024-03-16T13:00:00Z,0.67,21.0,172.0,10.0
2024-03-16T14:00:00Z,0.66,22.0,179.0,10.0
2024-03-16T15:00:00Z,0.66,21.0,170.0,9.0
2024-03-16T16:00:00Z,0.66,23.0,152.0,9.0
2024-03-16T17:00:00Z,0.74,30.0,137.0,9.0
2024-03-16T18:00:00Z,0.8,45.0,108.0,9.0
2024-03-16T19:00:00Z,0.94,58.0,85.0,9.0
2024-03-16T20:00:00Z,1.17,65.0,70.0,10.0
2024-03-16T21:00:00Z,1.27,65.0,58.0,10.0
2024-03-16T22:00:00Z,1.38,64.0,46.0,9.0
2024-03-16T23:00:00Z,1.41,67.0,34.0,9.0
2024-03-17T00:00:00Z,1.31,65.0,37.0,9.0
2024-03-17T01:00:00Z,1.14,61.0,53.0,9.0
2024-03-17T02:00:00Z,0.96,53.0,68.0,11.0
2024-03-17T03:00:00Z,0.89,40.0,81.0,12.0
2024-03-17T04:00:00Z,0.68,28.0,88.0,11.0
2024-03-17T05:00:00Z,0.5,27.0,68.0,8.0
2024-03-17T06:00:00Z,0.35,22.0,64.0,7.0
2024-03-17T07:00:00Z,0.34,21.0,66.0,7.0
2024-03-17T08:00:00Z,0.36,21.0,67.0,7.0
2024-03-17T09:00:00Z,0.44,22.0,69.0,7.0
2024-03-17T10:00:00Z,0.44,20.0,75.0,7.0
2024-03-17T11:00:00Z,0.44,18.0,80.0,7.0
2024-03-17T12:00:00Z,0.44,19.0,82.0,7.0
2024-03-17T13:00:00Z,0.44,20.0,85.0,7.0
2024-03-17T14:00:00Z,0.38,20.0,89.0,7.0
2024-03-17T15:00:00Z,0.34,21.0,92.0,7.0
2024-03-17T16:00:00Z,0.36,23.0,90.0,7.0
2024-03-17T17:00:00Z,0.39,26.0,84.0,7.0
2024-03-17T18:00:00Z,0.4,34.0,71.0,7.0
2024-03-17T19:00:00Z,0.44,35.0,64.0,8.0
2024-03-17T20:00:00Z,0.44,31.0,63.0,9.0
2024-03-17T21:00:00Z,0.46,32.0,60.0,8.0
2024-03-17T22:00:00Z,0.43,30.0,62.0,7.0
2024-03-17T23:00:00Z,0.45,27.0,66.0,7.0
2024-03-18T00:00:00Z,0.45,25.0,70.0,7.0
2024-03-18T01:00:00Z,0.49,24.0,71.0,7.0
2024-03-18T02:00:00Z,0.48,23.0,75.0,8.0
2024-03-18T03:00:00Z,0.46,24.0,75.0,8.0
2024-03-18T04:00:00Z,0.51,28.0,66.0,8.0
2024-03-18T05:00:00Z,0.53,32.0,62.0,8.0
2024-03-18T06:00:00Z,0.54,38.0,60.0,8.0
2024-03-18T07:00:00Z,0.5,31.0,75.0,8.0
2024-03-18T08:00:00Z,0.47,28.0,79.0,7.0
2024-03-18T09:00:00Z,0.44,24.0,81.0,7.0
2024-03-18T10:00:00Z,0.39,23.0,82.0,6.0
2024-03-18T11:00:00Z,0.36,21.0,81.0,6.0
2024-03-18T12:00:00Z,0.36,23.0,81.0,6.0
2024-03-18T13:00:00Z,0.36,25.0,78.0,8.0
2024-03-18T14:00:00Z,0.4,30.0,74.0,8.0
2024-03-18T15:00:00Z,0.39,33.0,72.0,8.0
2024-03-18T16:00:00Z,0.41,38.0,65.0,8.0
2024-03-18T17:00:00Z,0.5,45.0,46.0,9.0
2024-03-18T18:00:00Z,0.56,48.0,37.0,9.0
2024-03-18T19:00:00Z,0.51,46.0,37.0,10.0
2024-03-18T20:00:00Z,0.53,43.0,36.0,10.0
2024-03-18T21:00:00Z,0.48,44.0,31.0,10.0
2024-03-18T22:00:00Z,0.49,43.0,30.0,11.0
2024-03-18T23:00:00Z,0.49,38.0,33.0,11.0
2024-03-19T00:00:00Z,0.56,40.0,31.0,11.0
2024-03-19T01:00:00Z,0.57,38.0,37.0,11.0
2024-03-19T02:00:00Z,0.54,28.0,47.0,9.0
2024-03-19T03:00:00Z,0.51,25.0,46.0,9.0
2024-03-19T04:00:00Z,0.51,26.0,40.0,9.0
2024-03-19T05:00:00Z,0.6,30.0,33.0,9.0
2024-03-19T06:00:00Z,0.64,32.0,33.0,10.0
2024-03-19T07:00:00Z,0.6,29.0,44.0,12.0
2024-03-19T08:00:00Z,0.49,22.0,66.0,9.0
2024-03-19T09:00:00Z,0.36,16.0,81.0,7.0
2024-03-19T10:00:00Z,0.4,16.0,87.0,7.0
2024-03-19T11:00:00Z,0.36,14.0,90.0,7.0
2024-03-19T12:00:00Z,0.34,12.0,95.0,6.0
2024-03-19T13:00:00Z,0.34,13.0,98.0,6.0
2024-03-19T14:00:00Z,0.34,13.0,102.0,7.0
2024-03-19T15:00:00Z,0.37,14.0,104.0,8.0
2024-03-19T16:00:00Z,0.4,16.0,104.0,8.0
2024-03-19T17:00:00Z,0.4,21.0,94.0,7.0
2024-03-19T18:00:00Z,0.45,32.0,76.0,8.0
2024-03-19T19:00:00Z,0.51,39.0,62.0,8.0
2024-03-19T20:00:00Z,0.54,51.0,44.0,8.0
2024-03-19T21:00:00Z,0.59,60.0,31.0,9.0
2024-03-19T22:00:00Z,0.64,61.0,24.0,9.0
2024-03-19T23:00:00Z,0.64,65.0,18.0,10.0
2024-03-20T00:00:00Z,0.65,68.0,13.0,11.0
2024-03-20T01:00:00Z,0.67,66.0,10.0,10.0
2024-03-20T02:00:00Z,0.7,71.0,6.0,9.0
2024-03-20T03:00:00Z,0.69,71.0,8.0,11.0
2024-03-20T04:00:00Z,0.59,57.0,21.0,10.0
2024-03-20T05:00:00Z,0.5,33.0,44.0,8.0
2024-03-20T06:00:00Z,0.49,26.0,55.0,7.0
2024-03-20T07:00:00Z,0.46,21.0,65.0,7.0
2024-03-20T08:00:00Z,0.45,18.0,73.0,8.0
2024-03-20T09:00:00Z,0.44,18.0,78.0,9.0
2024-03-20T10:00:00Z,0.5,17.0,84.0,10.0
2024-03-20T11:00:00Z,0.53,18.0,89.0,11.0
2024-03-20T12:00:00Z,0.57,18.0,97.0,11.0
2024-03-20T13:00:00Z,0.53,18.0,102.0,10.0
2024-03-20T14:00:00Z,0.45,17.0,104.0,8.0
2024-03-20T15:00:00Z,0.4,17.0,107.0,7.0
2024-03-20T16:00:00Z,0.4,20.0,104.0,7.0
2024-03-20T17:00:00Z,0.43,25.0,96.0,8.0
2024-03-20T18:00:00Z,0.43,36.0,80.0,8.0
2024-03-20T19:00:00Z,0.43,36.0,75.0,7.0
2024-03-20T20:00:00Z,0.44,32.0,72.0,8.0
2024-03-20T21:00:00Z,0.46,31.0,69.0,10.0
2024-03-20T22:00:00Z,0.45,30.0,68.0,10.0
2024-03-20T23:00:00Z,0.44,30.0,68.0,10.0
2024-03-21T00:00:00Z,0.45,29.0,69.0,10.0
2024-03-21T01:00:00Z,0.45,31.0,64.0,10.0
2024-03-21T02:00:00Z,0.5,30.0,59.0,11.0
2024-03-21T03:00:00Z,0.49,33.0,51.0,9.0
2024-03-21T04:00:00Z,0.49,32.0,49.0,9.0
2024-03-21T05:00:00Z,0.54,39.0,42.0,9.0
2024-03-21T06:00:00Z,0.56,40.0,42.0,10.0
2024-03-21T07:00:00Z,0.59,36.0,50.0,11.0
2024-03-21T08:00:00Z,0.63,34.0,61.0,12.0
2024-03-21T09:00:00Z,0.59,29.0,79.0,11.0
2024-03-21T10:00:00Z,0.57,25.0,98.0,10.0
2024-03-21T11:00:00Z,0.5,19.0,115.0,9.0
2024-03-21T12:00:00Z,0.42,16.0,128.0,8.0
2024-03-21T13:00:00Z,0.41,15.0,132.0,7.0
2024-03-21T14:00:00Z,0.38,15.0,132.0,7.0
2024-03-21T15:00:00Z,0.39,16.0,130.0,7.0
2024-03-21T16:00:00Z,0.42,20.0,124.0,7.0
2024-03-21T17:00:00Z,0.45,23.0,113.0,7.0
2024-03-21T18:00:00Z,0.46,23.0,104.0,7.0
2024-03-21T19:00:00Z,0.41,22.0,98.0,8.0
2024-03-21T20:00:00Z,0.41,23.0,94.0,8.0
2024-03-21T21:00:00Z,0.42,22.0,93.0,8.0
2024-03-21T22:00:00Z,0.44,24.0,87.0,9.0
2024-03-21T23:00:00Z,0.45,26.0,80.0,9.0
2024-03-22T00:00:00Z,0.5,28.0,71.0,10.0
2024-03-22T01:00:00Z,0.52,28.0,66.0,10.0
2024-03-22T02:00:00Z,0.52,25.0,66.0,10.0
2024-03-22T03:00:00Z,0.55,26.0,61.0,10.0
2024-03-22T04:00:00Z,0.56,29.0,55.0,10.0
2024-03-22T05:00:00Z,0.59,34.0,47.0,10.0
2024-03-22T06:00:00Z,0.61,33.0,52.0,10.0
2024-03-22T07:00:00Z,0.66,31.0,58.0,11.0
2024-03-22T08:00:00Z,0.59,27.0,73.0,11.0
2024-03-22T09:00:00Z,0.55,20.0,92.0,10.0
2024-03-22T10:00:00Z,0.55,17.0,106.0,10.0
2024-03-22T11:00:00Z,0.59,15.0,119.0,9.0
2024-03-22T12:00:00Z,0.56,15.0,126.0,9.0
2024-03-22T13:00:00Z,0.56,15.0,131.0,9.0
2024-03-22T14:00:00Z,0.54,15.0,139.0,10.0
2024-03-22T15:00:00Z,0.59,17.0,144.0,10.0
2024-03-22T16:00:00Z,0.63,24.0,140.0,10.0
2024-03-22T17:00:00Z,0.72,33.0,124.0,10.0
2024-03-22T18:00:00Z,0.85,50.0,89.0,10.0
2024-03-22T19:00:00Z,1.06,66.0,59.0,10.0
2024-03-22T20:00:00Z,1.03,89.0,34.0,10.0
2024-03-22T21:00:00Z,0.9,83.0,43.0,10.0
2024-03-22T22:00:00Z,0.8,70.0,50.0,11.0
2024-03-22T23:00:00Z,0.78,63.0,52.0,10.0
2024-03-23T00:00:00Z,0.78,55.0,53.0,13.0
2024-03-23T01:00:00Z,0.76,45.0,57.0,13.0
2024-03-23T02:00:00Z,0.76,38.0,67.0,13.0
2024-03-23T03:00:00Z,0.75,35.0,69.0,12.0
2024-03-23T04:00:00Z,0.69,33.0,67.0,12.0
2024-03-23T05:00:00Z,0.64,35.0,65.0,12.0
2024-03-23T06:00:00Z,0.61,36.0,63.0,11.0
2024-03-23T07:00:00Z,0.61,34.0,66.0,11.0
2024-03-23T08:00:00Z,0.6,32.0,72.0,12.0
2024-03-23T09:00:00Z,0.56,29.0,81.0,11.0
2024-03-23T10:00:00Z,0.57,30.0,87.0,10.0
2024-03-23T11:00:00Z,0.61,30.0,98.0,10.0
2024-03-23T12:00:00Z,0.63,31.0,99.0,9.0
2024-03-23T13:00:00Z,0.65,30.0,92.0,7.0
2024-03-23T14:00:00Z,0.63,27.0,92.0,6.0
2024-03-23T15:00:00Z,0.66,26.0,96.0,6.0
2024-03-23T16:00:00Z,0.71,27.0,97.0,7.0
2024-03-23T17:00:00Z,0.74,24.0,106.0,6.0
2024-03-23T18:00:00Z,0.71,22.0,111.0,6.0
2024-03-23T19:00:00Z,0.73,20.0,113.0,6.0
2024-03-23T20:00:00Z,0.7,19.0,112.0,6.0
2024-03-23T21:00:00Z,0.63,18.0,111.0,6.0
2024-03-23T22:00:00Z,0.54,16.0,109.0,5.0
2024-03-23T23:00:00Z,0.59,16.0,113.0,5.0
2024-03-24T00:00:00Z,0.6,15.0,116.0,5.0
2024-03-24T01:00:00Z,0.56,14.0,115.0,5.0
2024-03-24T02:00:00Z,0.58,14.0,109.0,5.0
2024-03-24T03:00:00Z,0.58,14.0,105.0,5.0
2024-03-24T04:00:00Z,0.58,14.0,102.0,5.0
2024-03-24T05:00:00Z,0.56,15.0,100.0,5.0
2024-03-24T06:00:00Z,0.55,17.0,95.0,6.0
2024-03-24T07:00:00Z,0.55,19.0,89.0,7.0
2024-03-24T08:00:00Z,0.53,22.0,84.0,8.0
2024-03-24T09:00:00Z,0.53,24.0,81.0,9.0
2024-03-24T10:00:00Z,0.55,24.0,80.0,10.0
2024-03-24T11:00:00Z,0.53,20.0,87.0,11.0
2024-03-24T12:00:00Z,0.52,20.0,88.0,13.0
2024-03-24T13:00:00Z,0.46,22.0,85.0,13.0
2024-03-24T14:00:00Z,0.46,21.0,87.0,11.0
2024-03-24T15:00:00Z,0.46,22.0,89.0,9.0
2024-03-24T16:00:00Z,0.51,23.0,89.0,9.0
2024-03-24T17:00:00Z,0.5,23.0,90.0,9.0
2024-03-24T18:00:00Z,0.53,22.0,89.0,11.0
2024-03-24T19:00:00Z,0.48,20.0,92.0,11.0
2024-03-24T20:00:00Z,0.5,22.0,94.0,12.0
2024-03-24T21:00:00Z,0.49,21.0,97.0,10.0
2024-03-24T22:00:00Z,0.5,19.0,87.0,7.0
2024-03-24T23:00:00Z,0.74,18.0,85.0,6.0
2024-03-25T00:00:00Z,0.86,17.0,85.0,6.0
2024-03-25T01:00:00Z,0.7,19.0,81.0,6.0
2024-03-25T02:00:00Z,0.61,21.0,70.0,6.0
2024-03-25T03:00:00Z,0.6,22.0,62.0,6.0
2024-03-25T04:00:00Z,0.59,22.0,58.0,6.0
2024-03-25T05:00:00Z,0.67,25.0,51.0,6.0
2024-03-25T06:00:00Z,0.76,29.0,42.0,6.0
2024-03-25T07:00:00Z,0.74,27.0,47.0,6.0
2024-03-25T08:00:00Z,0.7,25.0,55.0,6.0
2024-03-25T09:00:00Z,0.69,22.0,74.0,6.0
2024-03-25T10:00:00Z,0.63,21.0,84.0,6.0
2024-03-25T11:00:00Z,0.59,21.0,78.0,6.0
2024-03-25T12:00:00Z,0.57,23.0,69.0,5.0
2024-03-25T13:00:00Z,0.59,26.0,57.0,5.0
2024-03-25T14:00:00Z,0.57,27.0,55.0,5.0
2024-03-25T15:00:00Z,0.57,27.0,55.0,5.0
2024-03-25T16:00:00Z,0.57,28.0,49.0,5.0
2024-03-25T17:00:00Z,0.57,28.0,44.0,5.0
2024-03-25T18:00:00Z,0.59,28.0,38.0,6.0
2024-03-25T19:00:00Z,0.68,29.0,31.0,6.0
2024-03-25T20:00:00Z,0.68,29.0,29.0,6.0
2024-03-25T21:00:00Z,0.68,30.0,26.0,6.0
2024-03-25T22:00:00Z,0.71,29.0,24.0,6.0
2024-03-25T23:00:00Z,0.76,28.0,23.0,7.0
2024-03-26T00:00:00Z,0.79,29.0,21.0,7.0
2024-03-26T01:00:00Z,0.84,31.0,18.0,7.0
2024-03-26T02:00:00Z,0.84,31.0,17.0,7.0
2024-03-26T03:00:00Z,0.82,27.0,21.0,7.0
2024-03-26T04:00:00Z,0.82,26.0,21.0,7.0
2024-03-26T05:00:00Z,0.88,30.0,18.0,7.0
2024-03-26T06:00:00Z,0.94,29.0,24.0,7.0
2024-03-26T07:00:00Z,0.86,24.0,41.0,8.0
2024-03-26T08:00:00Z,0.81,24.0,56.0,8.0
2024-03-26T09:00:00Z,0.67,20.0,82.0,7.0
2024-03-26T10:00:00Z,0.63,19.0,102.0,7.0
2024-03-26T11:00:00Z,0.59,16.0,114.0,7.0
2024-03-26T12:00:00Z,0.59,17.0,122.0,7.0
2024-03-26T13:00:00Z,0.63,18.0,129.0,7.0
2024-03-26T14:00:00Z,0.63,19.0,131.0,7.0
2024-03-26T15:00:00Z,0.6,19.0,111.0,7.0
2024-03-26T16:00:00Z,0.56,20.0,99.0,8.0
2024-03-26T17:00:00Z,0.56,22.0,90.0,7.0
2024-03-26T18:00:00Z,0.61,29.0,73.0,7.0
2024-03-26T19:00:00Z,0.66,30.0,64.0,7.0
2024-03-26T20:00:00Z,0.61,33.0,59.0,6.0
2024-03-26T21:00:00Z,0.58,27.0,63.0,6.0
2024-03-26T22:00:00Z,0.58,23.0,63.0,6.0
2024-03-26T23:00:00Z,0.56,22.0,64.0,6.0
2024-03-27T00:00:00Z,0.56,21.0,66.0,6.0
2024-03-27T01:00:00Z,0.56,23.0,65.0,6.0
2024-03-27T02:00:00Z,0.56,19.0,71.0,6.0
2024-03-27T03:00:00Z,0.56,19.0,68.0,6.0
2024-03-27T04:00:00Z,0.58,20.0,65.0,6.0
2024-03-27T05:00:00Z,0.6,24.0,59.0,7.0
2024-03-27T06:00:00Z,0.67,27.0,55.0,7.0
2024-03-27T07:00:00Z,0.72,26.0,57.0,8.0
2024-03-27T08:00:00Z,0.7,25.0,60.0,8.0
2024-03-27T09:00:00Z,0.71,25.0,58.0,8.0
2024-03-27T10:00:00Z,0.74,26.0,51.0,7.0
2024-03-27T11:00:00Z,0.74,24.0,61.0,7.0
2024-03-27T12:00:00Z,0.76,25.0,62.0,6.0
2024-03-27T13:00:00Z,0.76,26.0,62.0,7.0
2024-03-27T14:00:00Z,0.74,28.0,59.0,7.0
